date,fund,division,department,gl,event,description,amount
1098428400.0,Membership Fees,Campus Events Commission,Campus Events,Assistance,Commission/Dept Related,"10/15/04 PAYROLL CHRGES, INV#234510",200.0,PAYROLL,INVERT
1098428400.0,Membership Fees,Campus Events Commission,Campus Events,Assistance,Commission/Dept Related,"10/31/04 PAYROLL CHARGES, INV#234513",575.0,PAYROLL,INVERT
1100851200.0,Membership Fees,Campus Events Commission,Campus Events,Assistance,Commission/Dept Related,"11/15/04 PAYROLL CHARGES, INV#234518",575.0,PAYROLL,INVERT
1106294400.0,Membership Fees,Campus Events Commission,Campus Events,Supplies,Commission/Dept Related,CHRGE FOR PURCHASE OF REQS AS OF 1/21/05,4.5,PURCHASE,CHRGE
1106294400.0,Membership Fees,Campus Events Commission,Campus Events,Supplies,Commission/Dept Related,JE NUMBER S/B 806-02; INPUT ERROR,-4.5,INPUT,NUMBER,ERROR
1106294400.0,Membership Fees,Campus Events Commission,Campus Events,Supplies,Commission/Dept Related,PURCHASE OF REQUISITIONS AS OF 1/24/05,4.5,PURCHASE,REQUISITION
1095404400.0,Membership Fees,Campus Events Commission,Campus Events,Telephones,Commission/Dept Related,AUGUST PHONES,242.34,AUGUST,PHONE
1098860400.0,Membership Fees,Campus Events Commission,Campus Events,Telephones,Commission/Dept Related,SEPT PHONES,249.97,SEPT,PHONE
1102060800.0,Membership Fees,Campus Events Commission,Campus Events,Telephones,Commission/Dept Related,OCT PHONES,268.77,OCTOBER,PHONE
1102924800.0,Membership Fees,Campus Events Commission,Campus Events,Telephones,Commission/Dept Related,NOV PHONES,189.92,PHONE,NOVEMBER
1110441600.0,Membership Fees,Campus Events Commission,Campus Events,Programming,Commission/Dept Related,CHRG FOR REQ PURCHASES AS OF 3/7/05,4.0,PURCHASE,REQUEST
1114153200.0,Membership Fees,Campus Events Commission,Campus Events,Programming,Commission/Dept Related,REQUISITION PURCHASES AS OF 4/14/05,3.0,REQUISITION,PURCHASE
1109059200.0,Membership Fees,Campus Events Commission,CEC - Film Program,Programming,Commission/Dept Related,"AGB FOR FH911 SHOWING, 10/21",470.0,SHOW
1115881200.0,Membership Fees,Campus Events Commission,CEC - Special Events,Programming,CEC/CAC: The ROOTS,"SG41552, FACILITIES FOR THE ROOTS",338.0,FACILITY,ROOT
1115708400.0,Membership Fees,Campus Events Commission,CEC - Special Events,Programming,CEC/CAC: The ROOTS,"THE ROOTS CONCRT, 4/28/05",338.0,ROOT,CONCRT
1115881200.0,Membership Fees,Campus Events Commission,CEC - Special Events,Programming,CEC/CAC: The ROOTS,CORRECT INPUT,-338.0,INPUT,CORRECT
1098428400.0,Membership Fees,Community Service Commission,SOOF,Assistance,Commission/Dept Related,"10/31/04 PAYROLL CHARGES, INV#234513",400.0,PAYROLL,INVERT
1100851200.0,Membership Fees,Community Service Commission,SOOF,Assistance,Commission/Dept Related,"11/15/04 PAYROLL CHARGES, INV#234518",500.0,PAYROLL,INVERT
1099296000.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,"OFFICE SUPPLIES, SWC",41.24,COMMISSION,WELLNESS,SUPPLY,STUDENT,OFFICE
1109318400.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,CSC OFFICE SUPPLIES,18.05,OFFICE,SUPPLY
1110268800.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,CSC OFFICE SUPPLIES,9.94,OFFICE,SUPPLY
1122534000.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,"CSC OFFICE SUPPLIES, HEW-HP25005",20.56,OFFICE,SUPPLY,HEW
1106294400.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,CHRGE FOR PURCHASE OF REQS AS OF 1/21/05,12.0,PURCHASE,CHRGE
1106294400.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,JE NUMBER S/B 806-02; INPUT ERROR,-12.0,INPUT,NUMBER,ERROR
1106294400.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,PURCHASE OF REQUISITIONS AS OF 1/24/05,12.0,PURCHASE,REQUISITION
1122534000.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,CSC OFFICE SUPPLIES HEW-HP 25005 QUICK PACK PAPER 6/30/05,20.56,HP,SUPPLY,QUICK,PACK,PAPER,HEW,OFFICE
1122534000.0,Membership Fees,Community Service Commission,SOOF,Supplies,Commission/Dept Related,REVERSE CSC OFFICE SUPPLIES,-20.56,REVERSE,OFFICE,SUPPLY
1118818800.0,Membership Fees,Community Service Commission,SOOF,Telephones,Commission/Dept Related,MAY PHONES,107.54,MAY,PHONE
1095404400.0,Membership Fees,Community Service Commission,SOOF,Telephones,Commission/Dept Related,AUGUST PHONES,268.35,AUGUST,PHONE
1098860400.0,Membership Fees,Community Service Commission,SOOF,Telephones,Commission/Dept Related,SEPT PHONES,269.16,SEPT,PHONE
1102060800.0,Membership Fees,Community Service Commission,SOOF,Telephones,Commission/Dept Related,OCT PHONES,278.89,OCTOBER,PHONE
